_input,_num,_widgetName,_source,_resultNumber,_pageUrl,name,addr1,addr2,city,state,zipcode,hours,phone,type
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,81,nc-food-pantry-full,nc-food-pantry-full,81,http://content.foodbankcenc.org/about/zipcounty.asp,Church of God,4004 Main Street,,Tarboro,NC,27886,Hours: Last Sat of month from 9a-10p,Phone: 252-908-1485,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,82,nc-food-pantry-full,nc-food-pantry-full,82,http://content.foodbankcenc.org/about/zipcounty.asp,Church of God of Prophecy,2317 Hwy 42,,Willow Springs,NC,27592,Hours: 2nd & 4th Saturday 9:00 am - 12:00 pm,Phone: 919-655-5151,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,83,nc-food-pantry-full,nc-food-pantry-full,83,http://content.foodbankcenc.org/about/zipcounty.asp,Church of God of Prophecy -- Rockingham,139 Flowers St.,,Rockingham,NC,28379,Hours: Monday-Friday 9am-5pm,Phone: 910-997-4906,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,84,nc-food-pantry-full,nc-food-pantry-full,84,http://content.foodbankcenc.org/about/zipcounty.asp,Church of God of Prophecy- Durham,900 Simmons Street,,Durham,NC,27701,Hours: First Wednesday 9a-11am and Every 3rd Sat: 7a-9a and as needed for emergency needs.,Phone: 919-688-7838 church,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,85,nc-food-pantry-full,nc-food-pantry-full,85,http://content.foodbankcenc.org/about/zipcounty.asp,Church Of God Of Prophecy Raleigh,5005 Western Blvd.,,Raleigh,NC,27606,Hours: Thursday 1-4pm,Phone: 919-851-8507,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,86,nc-food-pantry-full,nc-food-pantry-full,86,http://content.foodbankcenc.org/about/zipcounty.asp,Church of God-Sermon del Monte,1317 Kirkland Rd. Suite 105,,Raleigh,NC,27603,Hours: Tuesday Friday 9am - 12pm,Phone: 919-985-6030,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,87,nc-food-pantry-full,nc-food-pantry-full,87,http://content.foodbankcenc.org/about/zipcounty.asp,Church on the Rise Peacemakers Family Center,1725 Davis Street,,Rocky Mount,NC,27804,Hours: 1st and 2nd Sat 9-5pm. 1st and 3rd Sat home delivery,Phone: 252-903-8856,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,88,nc-food-pantry-full,nc-food-pantry-full,88,http://content.foodbankcenc.org/about/zipcounty.asp,Churches Outreach Network,700 Albemarle Avenue,,Greenville,NC,27834,Hours: Monday through Friday from 9a-8p,Phone: 877-218-4247,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,89,nc-food-pantry-full,nc-food-pantry-full,89,http://content.foodbankcenc.org/about/zipcounty.asp,Clayton Area Ministries,704 E. Main Street,,Clayton,NC,27520,Hours: Mon-Fri 1pm-3pm,Phone: 919-553-5654,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,90,nc-food-pantry-full,nc-food-pantry-full,90,http://content.foodbankcenc.org/about/zipcounty.asp,Coastal Horizons,615 Shipyard Blvd.,,Wilmington,NC,28412,Hours: 24/7,Phone: 910-392-6936,Type: SHELTER
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,91,nc-food-pantry-full,nc-food-pantry-full,91,http://content.foodbankcenc.org/about/zipcounty.asp,Coastal Womens Shelter,Confidential,,New Bern,NC,28561,Hours: 24/7,Phone: 252-638-4509,Type: SHELTER
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,92,nc-food-pantry-full,nc-food-pantry-full,92,http://content.foodbankcenc.org/about/zipcounty.asp,Coats Baptist Church,554 North McKinley Street,,Coats,NC,27521,Hours: Wednsday's 6pm-8pm,Phone: 910-984-4864,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,93,nc-food-pantry-full,nc-food-pantry-full,93,http://content.foodbankcenc.org/about/zipcounty.asp,Coats COGOP - Grass Roots Outreach & Worship,7819 NC Hwy 27,,Coats,NC,27521,Hours: 2nd Saturday 9:00 am - 11:00 am and by emergency,Phone: 919-894-1929,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,94,nc-food-pantry-full,nc-food-pantry-full,94,http://content.foodbankcenc.org/about/zipcounty.asp,Cokesbury United Methodist,2440 S Cokesbury Road,,Henderson,NC,27537,Hours: 1st and 3rd Wednesday 5pm,Phone: 252-492-7100 (Office),Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,95,nc-food-pantry-full,nc-food-pantry-full,95,http://content.foodbankcenc.org/about/zipcounty.asp,Community Baptist Church Hands of Love Food Pantry,9161 Tartan Road,,NULL,NC,28352,Hours: NULL,Phone: 910-276-8307,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,96,nc-food-pantry-full,nc-food-pantry-full,96,http://content.foodbankcenc.org/about/zipcounty.asp,Community Helpers Service Center Inc.,111-B N. First St.,,Knightdale,NC,27545,Hours: Wed-Thur 8am-12pm,Phone: 919-266-4050,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,97,nc-food-pantry-full,nc-food-pantry-full,97,http://content.foodbankcenc.org/about/zipcounty.asp,Community Mentor Program,297 Mizpah Road,Ashley Chapel Center,Rockingham,NC,28345,Hours: 3rd Friday and 3rd Saturday 12-2pm,Phone: 910-582-7016,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,98,nc-food-pantry-full,nc-food-pantry-full,98,http://content.foodbankcenc.org/about/zipcounty.asp,Community of Hope Ministries,601 St. Mary's Street,,Garner,NC,27529,Hours: Tuesday-Thurs 11:00 - 12:00 pm 3rd Thursday 6:00,Phone: 919-779-6679 x230,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,99,nc-food-pantry-full,nc-food-pantry-full,99,http://content.foodbankcenc.org/about/zipcounty.asp,Community Soup Kitchen of Wilson County Inc.,202 N. Goldsboro Street,,Wilson,NC,27893,Hours: Mon through Fri 10:30-11:30 and Sunday from 9a-9:30a breakfast,Phone: 252-243-3584,Type: SOUP KITCH
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,100,nc-food-pantry-full,nc-food-pantry-full,100,http://content.foodbankcenc.org/about/zipcounty.asp,Comunidad Christiana Hosanna,204 Shelden Dr.,,Raleigh,NC,27610,Hours: Friday 9am-1pm,Phone: 919-834-4122,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,101,nc-food-pantry-full,nc-food-pantry-full,101,http://content.foodbankcenc.org/about/zipcounty.asp,Corinth United Church of Christ,7900 Zebulon Rd,Hwy 96,Youngsville,NC,27596,Hours: 2nd & 4th Friday 10:00 am -1:00 pm,Phone: 919-556-1810,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,102,nc-food-pantry-full,nc-food-pantry-full,102,http://content.foodbankcenc.org/about/zipcounty.asp,Cornerstone Assembly of God Inc.,2304 US Hwy. 70 East,,New Bern,NC,28560,Hours: 2nd & 4th W 1p-4p; 2nd & 4th Th 1p-4p,Phone: 252-638-1052,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,103,nc-food-pantry-full,nc-food-pantry-full,103,http://content.foodbankcenc.org/about/zipcounty.asp,Cotton Memorial Presb. Church,511 N. Chestnut Street,,Henderson,NC,27536,Hours: 2nd and 4th Saturdays 9am-10am,Phone: 252-492-3478 church,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,104,nc-food-pantry-full,nc-food-pantry-full,104,http://content.foodbankcenc.org/about/zipcounty.asp,Countywide CDC,1183 Old Mill Road,,Navassa,NC,28451,Hours: 1st 3rd Wed of each month 10-12,Phone: 910-383-1724,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,105,nc-food-pantry-full,nc-food-pantry-full,105,http://content.foodbankcenc.org/about/zipcounty.asp,Crabtree Valley Baptist Church,4408 Lead Mine Rd.,,Raleigh,NC,27622,Hours: Monday & Wednesday 9am - 12pm,Phone: 919-781-5345,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,106,nc-food-pantry-full,nc-food-pantry-full,106,http://content.foodbankcenc.org/about/zipcounty.asp,Cristo La Solucion,1205 North Smithfield Rd,,Knightdale,NC,27545,Hours: Wed 2pm - 6pm Saturday 2pm - 5pm,Phone: 919-349-8940,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,107,nc-food-pantry-full,nc-food-pantry-full,107,http://content.foodbankcenc.org/about/zipcounty.asp,Davie St Presbyterian,300 East Davie Street,,Raleigh,NC,27601,Hours: 2nd & 4th Tues & Thurs 12:30-2:00pm,Phone: 919-834-8855 (church),Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,108,nc-food-pantry-full,nc-food-pantry-full,108,http://content.foodbankcenc.org/about/zipcounty.asp,Deliverance Church,3328 Old Stage Road,,Angier,NC,27501,Hours: 2nd 4th Wed 3pm-5pm,Phone: 919-924-4011,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,109,nc-food-pantry-full,nc-food-pantry-full,109,http://content.foodbankcenc.org/about/zipcounty.asp,Divine Anointing Church International,2826 South Memorial Drive,,Greenville,NC,27834,Hours: Tuesday and Thursday from 4p-6p,Phone: 252-227-3071,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,110,nc-food-pantry-full,nc-food-pantry-full,110,http://content.foodbankcenc.org/about/zipcounty.asp,Divine Grace Fellowship,1500 E Club Blvd Bldg 100,,Durham,NC,27701,Hours: 1st and 3rd Saturday from 8-12pm,Phone: (919) 638-2227,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,111,nc-food-pantry-full,nc-food-pantry-full,111,http://content.foodbankcenc.org/about/zipcounty.asp,Domestic Violence Ctr.Scotland,Confidential,,NULL,NC,,Hours: 24/7,Phone: 910.276.5505,Type: SHELTER
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,112,nc-food-pantry-full,nc-food-pantry-full,112,http://content.foodbankcenc.org/about/zipcounty.asp,Dorcas Ministries,187 High House Rd,,Cary,NC,27511,Hours: Mon-Fri 10a.m.-1p.m.,Phone: 919-469-9861 x201,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,113,nc-food-pantry-full,nc-food-pantry-full,113,http://content.foodbankcenc.org/about/zipcounty.asp,Duplin Christian Outreach,838 Old Wilminghton Road,,Wallace,NC,,Hours: Every Saturday 4pm-6pm,Phone: 910-285-6000,Type: SOUP KITCH
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,114,nc-food-pantry-full,nc-food-pantry-full,114,http://content.foodbankcenc.org/about/zipcounty.asp,Durham Crisis Response Center Domestic & Sexual Violence Srv,Confidential,,NULL,NC,,Hours: 24 hours a day,Phone: 919-489-3654 ext 28,Type: SHELTER
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,115,nc-food-pantry-full,nc-food-pantry-full,115,http://content.foodbankcenc.org/about/zipcounty.asp,Durham Exchange Club Industries,1717 Lawson Street,,Durham,NC,27703,Hours: M-F/8:15a.m.-4:15p.m.; food bags given to clients; lunch and snacks provided Monday & Tuesday,Phone: 919-596-1341x396,Type: SOUP KITCH
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,116,nc-food-pantry-full,nc-food-pantry-full,116,http://content.foodbankcenc.org/about/zipcounty.asp,Durham First Assembly of God,1034 Hamlin Rd,,Durham,NC,27704,Hours: Sundays 9:30-10:30 by appointment,Phone: 919-360-1380,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,117,nc-food-pantry-full,nc-food-pantry-full,117,http://content.foodbankcenc.org/about/zipcounty.asp,Durham Rescue Mission Ministries,1201 East Main Street,,Durham,NC,27703-1858,Hours: 24/7,Phone: 919-688-9641x5031,Type: SHELTER
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,118,nc-food-pantry-full,nc-food-pantry-full,118,http://content.foodbankcenc.org/about/zipcounty.asp,Durham Rescue Missions Opportunity Place,507 E. Knox St.,,Durham,NC,27701,Hours: 7 day a week program,Phone: 919-688-9641x 5022,Type: SHELTER
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,119,nc-food-pantry-full,nc-food-pantry-full,119,http://content.foodbankcenc.org/about/zipcounty.asp,East Coast Church Inc.,3114 Bridges Street,,Morehead City,NC,28557,Hours: Tuesday & Thursday 11a-3p,Phone: 252-725-5539,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,120,nc-food-pantry-full,nc-food-pantry-full,120,http://content.foodbankcenc.org/about/zipcounty.asp,East Duplin Christian Outreach,314 North Park Street,,Beulaville,NC,28518,Hours: Mondays and Fridays 10am-12pm/2pm-4pm,Phone: 910.298.4401,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,121,nc-food-pantry-full,nc-food-pantry-full,121,http://content.foodbankcenc.org/about/zipcounty.asp,Ebernezer Missionary Baptist,625 Raleigh Road,,Rocky Mount,NC,27802,Hours: Monday-Wednsday 10am-2pm,Phone: 252-446-2378,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,122,nc-food-pantry-full,nc-food-pantry-full,122,http://content.foodbankcenc.org/about/zipcounty.asp,Edgerton Memorial UMC,401 W. Anderson Street,,Selma,NC,27576,Hours: Thursdays 8:30am-11:30am,Phone: 919-965-3761 (church),Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,123,nc-food-pantry-full,nc-food-pantry-full,123,http://content.foodbankcenc.org/about/zipcounty.asp,Emmanuel Ministries Church,725 West Hamlet Ave.,,Hamlet,NC,28345,Hours: 4th Fri. 9-11am and Sun 1-2pm,Phone: 910-205-0740 church,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,124,nc-food-pantry-full,nc-food-pantry-full,124,http://content.foodbankcenc.org/about/zipcounty.asp,Emmanuel Community FWB Center,3105 Speight Seed Farm Road,,Winterville,NC,28590,Hours: Every 1st Saturday Monthly from 8a-10a,Phone: 252-756-0094,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,125,nc-food-pantry-full,nc-food-pantry-full,125,http://content.foodbankcenc.org/about/zipcounty.asp,Emmanuel Fellowship COGIC,336 Alston Bridge Rd.,,Siler City,NC,27344,Hours: 1st&3rd Wed from 6p - 7p,Phone: 919-799-0271 Robin,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,126,nc-food-pantry-full,nc-food-pantry-full,126,http://content.foodbankcenc.org/about/zipcounty.asp,Emmanuel Hispanic Penecoastal,306 Hubert St.,,Raleigh,NC,27606,Hours: 2nd & 4th Fridays 9am-12noon,Phone: 919-345-7186 Pastor,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,127,nc-food-pantry-full,nc-food-pantry-full,127,http://content.foodbankcenc.org/about/zipcounty.asp,Emmanuel Pentecostal Temple /Durham,2722 E. Main Street,,Durham,NC,27703,Hours: 1st & 3rd Mondays/month 4-7pm,Phone: 919-957-1783,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,128,nc-food-pantry-full,nc-food-pantry-full,128,http://content.foodbankcenc.org/about/zipcounty.asp,Emmanuel Tabernacle Holiness,2525 Atlantic Stre,,Durham,NC,27707,Hours: 1st and 3rd Thursday of each Month from 10:30am-12:00pm,Phone: 919-641-1646,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,129,nc-food-pantry-full,nc-food-pantry-full,129,http://content.foodbankcenc.org/about/zipcounty.asp,Ephesus SDA Church,2117 S. Glenburnie Road,,New Bern,NC,28560,Hours: 1st and 3rd Tuesday from 11a-12p,Phone: 252-638-1874,Type: SOUP KITCH
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,130,nc-food-pantry-full,nc-food-pantry-full,130,http://content.foodbankcenc.org/about/zipcounty.asp,Evangel Christian Fellowship,1421 Graham Street,,Rocky Mount,NC,27803,Hours: 3rd Saturday 10am-12pm and for emergencies,Phone: 252-443-0072,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,131,nc-food-pantry-full,nc-food-pantry-full,131,http://content.foodbankcenc.org/about/zipcounty.asp,Evergreen United Methodist Church,11098 US 15-501 North,,Chapel Hill,NC,27517,Hours: 1st 3rd and 4th Tuesdays of the Month from 6:30-7:30pm 2nd Tuesday of the Month from 10:00-11:00am,Phone: 919-533-9330,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,132,nc-food-pantry-full,nc-food-pantry-full,132,http://content.foodbankcenc.org/about/zipcounty.asp,Faith Assembly Church,148 Daniels Street,,Hamlet,NC,28345,Hours: Tues 5:45pm-7pm dinner Saturday 5:45pm food boxes Sun 9am-10:15am breakfast,Phone: 910-997-4391,Type: SOUP KITCH
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,133,nc-food-pantry-full,nc-food-pantry-full,133,http://content.foodbankcenc.org/about/zipcounty.asp,Faith Building Missions,7025 Beach Drive,,Ocean Isle Beach,NC,28469,Hours: Wed 5-7,Phone: 910-755-6888,Type: SOUP KITCH
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,134,nc-food-pantry-full,nc-food-pantry-full,134,http://content.foodbankcenc.org/about/zipcounty.asp,Faith Developmental Community Center,655 Sussex Street,,Kinston,NC,28501,Hours: Monday through Thursday from 10a-3p,Phone: 252-806-0026,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,135,nc-food-pantry-full,nc-food-pantry-full,135,http://content.foodbankcenc.org/about/zipcounty.asp,Faith Gospel Tabernacle,663 Troy St,,Durham,NC,27703,Hours: 2nd and 4th Sat 10-12pm,Phone: 919.596.4533,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,136,nc-food-pantry-full,nc-food-pantry-full,136,http://content.foodbankcenc.org/about/zipcounty.asp,Faith Harbor United Methodist Church,14201 Hwy 50,,Surf City,NC,28445,Hours: Tues 2-3:00 p.m. & Sun 6:30-7:30 p.m.,Phone: wl441,Type: SOUP KITCH
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,137,nc-food-pantry-full,nc-food-pantry-full,137,http://content.foodbankcenc.org/about/zipcounty.asp,Faith Missionary Baptist Church,908 Suffolk Blvd.,,Raleigh,NC,27603,Hours: 1st & 3rd Wed 9:30-12:00 pm,Phone: 919-841-7502,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,138,nc-food-pantry-full,nc-food-pantry-full,138,http://content.foodbankcenc.org/about/zipcounty.asp,Faith Tabernacle Ministry,4820 Guy Road,,Clayton,NC,27520,Hours: 1st Tuesday and last Thursday 12pm-2pm,Phone: 919-928-1363,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,139,nc-food-pantry-full,nc-food-pantry-full,139,http://content.foodbankcenc.org/about/zipcounty.asp,Faith Tabernacle of Praise,413 Hwy. 101,,Beaufort,NC,28576,Hours: Daily call-in,Phone: 252-504-2646,Type: MOBILE FP
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,140,nc-food-pantry-full,nc-food-pantry-full,140,http://content.foodbankcenc.org/about/zipcounty.asp,Feed My Sheep of Durham Food,107 N. Driver Street,,Durham,NC,27701,Hours: 2nd Sat 8a-11a Meals Served On Site/Distribution,Phone: 919-399-5159 Pantry,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,141,nc-food-pantry-full,nc-food-pantry-full,141,http://content.foodbankcenc.org/about/zipcounty.asp,First Assembly of God Church /Goldsboro,3000 Summit Road,,Goldsboro,NC,27534-8701,Hours: 2nd Thursday each month 10am -12pm,Phone: 919-778-7577,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,142,nc-food-pantry-full,nc-food-pantry-full,142,http://content.foodbankcenc.org/about/zipcounty.asp,First Baptist Church -Creedmoor,119 S. Main Street,,Creedmoor,NC,27522,Hours: Wed 9am-11:30am,Phone: 919-528-2351 church,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,143,nc-food-pantry-full,nc-food-pantry-full,143,http://content.foodbankcenc.org/about/zipcounty.asp,First Baptist Church of Carolina Beach/Marthas Kitchen,409 N. Lake Park Blvd.,,Carolina Beach,NC,28428,Hours: Tuesday 6-7:30pm,Phone: 910-458-5134 (church),Type: SOUP KITCH
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,144,nc-food-pantry-full,nc-food-pantry-full,144,http://content.foodbankcenc.org/about/zipcounty.asp,First Baptist Church of Lake Waccamaw,300 East Sam Potts Hwy.,,Lake Waccamaw,NC,28450,Hours: 2nd Thurs & 4th Sat 9:00-11:00,Phone: 910-874-1390,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,145,nc-food-pantry-full,nc-food-pantry-full,145,http://content.foodbankcenc.org/about/zipcounty.asp,First Baptist Church of Leland,517 Village Rd,,Leland,NC,28451,Hours: 1st and 3rd Saturday of month 10am-1pm (starting June 7th),Phone: 910-508-6722,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,146,nc-food-pantry-full,nc-food-pantry-full,146,http://content.foodbankcenc.org/about/zipcounty.asp,First Baptist Church of Smithfield,202 South Fourth Street,,Smithfield,NC,27577,Hours: Wednesday 5:00 pm - 7:00 pm,Phone: 919-934-1601,Type: SOUP KITCH
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,147,nc-food-pantry-full,nc-food-pantry-full,147,http://content.foodbankcenc.org/about/zipcounty.asp,First Born Comm. Development Center,Chicod Street,,Grimesland,NC,27837,Hours: 2nd Sat.10a-12p & 4th Sat./9a-12p,Phone: 252-758-6147,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,148,nc-food-pantry-full,nc-food-pantry-full,148,http://content.foodbankcenc.org/about/zipcounty.asp,First Calvary Baptist Church,1311 Morehead Ave.,,Durham,NC,27707,Hours: Tuesdays & Thursdays 10am-1pm and as needed,Phone: 919-489-4184 church,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,149,nc-food-pantry-full,nc-food-pantry-full,149,http://content.foodbankcenc.org/about/zipcounty.asp,First Fruit Ministries,2750 Vance Street,,Wilmington,NC,28412,Hours: Pantry Tues & Sat 11-1 Wed 10-2,Phone: 910-612-1653,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,150,nc-food-pantry-full,nc-food-pantry-full,150,http://content.foodbankcenc.org/about/zipcounty.asp,First Missionary Baptist,315 s. gaines st,,Southern Pines,NC,28387,Hours: monday 12 noon till delivery is done,Phone: 910-692-5407,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,151,nc-food-pantry-full,nc-food-pantry-full,151,http://content.foodbankcenc.org/about/zipcounty.asp,First Missionary Baptist,410 South Goldsboro St,,Freemont,NC,27830,Hours: Wednsday 5pm-630pm and Sunday 12pm-2pm,Phone: 919-920-1670,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,152,nc-food-pantry-full,nc-food-pantry-full,152,http://content.foodbankcenc.org/about/zipcounty.asp,First Pentecostal Power,3607 Buffalo Rd.,,Raleigh,NC,27604,Hours: 2nd & 3rd Saturday 10:00 am - 1:00 pm,Phone: 919-827-5365,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,153,nc-food-pantry-full,nc-food-pantry-full,153,http://content.foodbankcenc.org/about/zipcounty.asp,First Pentecostal/Durham,2008 W. Carver Street,,Durham,NC,27705,Hours: Tuesdays; call for appointment by 8:30am on day of distribution; Sue will tell clients when they can pick-up,Phone: 919-477-6555 ext. 110,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,154,nc-food-pantry-full,nc-food-pantry-full,154,http://content.foodbankcenc.org/about/zipcounty.asp,First Presbyterian Church,200 Rice Street,,Hamlet,NC,28345,Hours: 1st Saturday 9am-10am; 4th Wednesday 12-1pm,Phone: 910-582-0111 church,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,155,nc-food-pantry-full,nc-food-pantry-full,155,http://content.foodbankcenc.org/about/zipcounty.asp,First United Methodist Church Fishes and Loaves,324 Miller Blvd,,Havelock,NC,28532,Hours: delivery every 2nd Tuesday of the Month,Phone: 252-447-8327,Type: SOUP KITCH
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,156,nc-food-pantry-full,nc-food-pantry-full,156,http://content.foodbankcenc.org/about/zipcounty.asp,First United Methodist Church of Laurinburg,101 W. Church Street,,Laurinburg,NC,28352,Hours: Every 3rd Sat. 9am and Every Friday 9am-11:30am,Phone: 910-276-1592 church,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,157,nc-food-pantry-full,nc-food-pantry-full,157,http://content.foodbankcenc.org/about/zipcounty.asp,First United Methodist Church of Sneads Ferry,305 Lakeside Drive,126 Park Lane @ Comm Center,Sneads Ferry,NC,28460,Hours: 3rd Monday 1p-3p,Phone: 910-328-1356,Type: MOBILE FP
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,158,nc-food-pantry-full,nc-food-pantry-full,158,http://content.foodbankcenc.org/about/zipcounty.asp,First Worldwide Ministries Inc,320 Bledsoe Ave,,Raleigh,NC,27601,Hours: Wednesdays 12:00pm - 1:00pm,Phone: 312-437-3898,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,159,nc-food-pantry-full,nc-food-pantry-full,159,http://content.foodbankcenc.org/about/zipcounty.asp,Fisher Memorial United Holy Church,420 East Piedmont Avenue,,Durham,NC,27707,Hours: Every Wednesday from 12:00 noon until 1:00 p.m,Phone: 919-682-4115,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,160,nc-food-pantry-full,nc-food-pantry-full,160,http://content.foodbankcenc.org/about/zipcounty.asp,Flowing Waters World Outreach,901 Old Fairground Rd,,Willow Spring,NC,27592,Hours: 1st & 3rd Sat 8-9:30 & emergency calls.,Phone: 919-915-4799,Type: FOODPANTRY
webpage/url:http://content.foodbankcenc.org/about/zipcounty.asp|,161,nc-food-pantry-full,nc-food-pantry-full,161,http://content.foodbankcenc.org/about/zipcounty.asp,Folkstone Original Free Will Baptist Church,133 Old Folkstone Road,,Holly Ridge,NC,28445,Hours: Monday Wednesday and Friday from 10a-11a,Phone: 910-327-3795,Type: FOODPANTRY
